seller_id,product_id,qtde_produto
02dcd3e8e25bee036e32512bcf175493,abc3c2e40b0c9b7b115a96bc6c919ae1,6
02ecc2a19303f05e59ce133fd923fff7,8e50f3c86fefb2bdbb35c8eace423a9d,2
02f5837340d7eb4f653d676c7256523a,3e4176d545618ed02f382a3057de32b4,24
02f623a8eb246f3c5f7c2f96462654e6,a8bb7885faf316d9a5062d42d2b2fba4,8
0307f7565ff85b299b6e5ef162b1b1a9,1957efa6b2babcb8552b5f3072108d41,1
0336182e1b3e92f029d5354832045fdf,57d9a5d185e8254383504f57c4b8ddcc,1
034b9387752bfa309f350a70cd45ffa3,fa7e460c8ef762c029b4042723e481c7,7
038b75b729c8a9a04b0d07cba7eabe86,28dfc4b48aa78bae6d69b43b2742774d,2
039b29ff3b3473435d0cd59040575de9,133f594a246e5c52489304a4b5a39830,3
039e6ad9dae79614493083e241147386,0466aacbd155769293483722a2e5bead,2
03a2a6dcbe45d639c4dc2a0d24769c40,53374f156a1ace240c1db1d30de7f110,2
03bd479e1d9484cdb14104d3023f7321,6a83aaaaace0f050ef46ecf0fbb32854,1
0417b067eeab773d2f7061a726dc477f,e7ef7e0bc312196681f8304cf7ddd92e,2
042573af89b6d931f672efaf789d8358,d34e60a899ba1091792aa4bbac4cc1df,1
04308b1ee57b6625f47df1d56f00eedf,af0a99476d96dcc1a1baa7c0d9ff6b9d,20
0432ead42b6c8a0bdf68154add917fdf,2d5bb6fc16b9fb75539ddcd93de86aa4,6
044668ccd5316b12a7cf0d54a156e3e9,3e935c981d34489d33ea5c721ab2e14c,4
04843805947f0fc584fc1969b6e50fe7,2676f64fccc9174a0c843ecd4dcd44d8,2
048c2757535328e0d7dac690ad3c0aae,a2c75a23c2f838881dd4275c0cec519f,9
04aa0a1c5ce6b222003403a3e11c3cc0,441cab1deea761934372ba090ad7cc24,4
04aba03279157f6d4e0fe8ccaf21963c,6c712952b8ef62f8d06a0314917400c8,2
04e38a233f726ef161074ab1c9b0399a,d7ceaa970defc5f52f1affda0dc32f30,7
04ee0ec01589969663ba5967c0e0bdc0,6bb18295cc019bf3b6dc7c773411d530,1
04fdea0c111866e6cf812f1570d6b5bd,ee75970e2871fe4204cf7bcdda61d08a,7
0509040ea3fe50071181bbc359eb7738,6a2909ac21d16b721e4795e7e8ff3e68,27
052577151711aec5c744fe12e66db3e1,45bb83550ff78aa259858ff41921129a,1
054694fa03fe82cec4b7551487331d74,5f1d10ccc8198967ca0278fdfd474a51,3
056b4ada5bbc2c50cc7842547dda6b51,c10a7001e8b49dfc03817444b5f2ed81,21
0570350b23eda5444f8d1d9544932058,0f8b90fdd8f2e3b0fca368349e2c298d,6
05730013efda596306417c3b09302475,43506d2b6b5e0535079f88c7dc51c4de,1
058cb5aeb36d7c0fcae20fc85d5e0a59,d9fcf1be6830bf510f03d9e6c979e4df,3
058fd0aa2bfdb2274e05e1ae971dabb6,595fac2a385ac33a80bd5114aec74eb8,17
05a48cc8859962767935ab9087417fbb,a7b497445896c24d425d100e4f03d8cd,1
05a940b4ecae36cadfd8e93bd9c43257,5aa4825c48568a0e84cbb5a84fe0b533,2
05aebce0b5c8f0d41b29b686f2d05fd3,5862da8a8a08881304fe2dc5d8671200,1
05ca864204d09595ae591b93ea9cf93d,74abe2be0a975b4af328f6e69f8a5ea1,1
05d2173d43ea568aa0540eba70d2ca76,83cf2637b3c035693ee58369b791d966,7
05e107217c7266362fd44b75b2cd4cc4,0d43f8d3ba891d985e8087bf048d3f85,6
05f51e13da97139648b8125c31e5f51b,7af541d714ea3db608971a40b8f507cb,10
05feb94f19d094d4b0f9281f0b1d4c99,4d0322b5ddf89ce6a3564aca2e261a3a,4
05ff92fedb5be47920fea08e501238b9,61a4100ccd6d9c4c808a1fd954ddb8ad,12
062c325cd6a2b87845fab56b4ec2eeae,214b2d4bc9a6b09243f5e27b9fa96d4a,1
062ce95fa2ad4dfaedfc79260130565f,3efe696e322f9139e3d2b894cb1f7a09,13
06532f10282704ef4c69168b914b77be,c1fe1d0cdc60f0908dd825d2a096f85a,2
06579cb253ecd5a3a12a9e6eb6bf8f47,11dcc970f7a5581e1bf777b6da3f7096,32
066a6914e1ebf3ea95a216c73a986b91,d41d8cd98f00b204e9800998ecf8427e,8
0691148aee60ca47977c187804f935ae,ca8b9b8192b5fd79de43cf6480c6cdeb,6
0692610d8abe24f287e9fae90ea0bbee,f8e7dd70e57e37ce842cf20160e56df5,2
06a2c3af7b3aee5d69171b0e14f0ee87,19c91ef95d509ea33eda93495c4d3481,154
06bb3a2fe5e7b7a845b13e8fb91bd944,8a4505505378c8f5d983f3201e9c25da,3
06df0c10d34e459d9672bc77388742eb,0bbdc963004d9b2fd3427ee3c5ae3608,30
06e5eefc71ec47ae763c5c6f8db7064f,3006b8f5b476750a03137c1b2755cea1,15
07017df32dc5f2f1d2801e579548d620,027bb42a4ef22da4c7a80ecf9c60ba0c,5
070d165398b553f3b4b851c216b8a358,efcef300fe9b2c558a8ea258127f6e6f,13
0725b8c0f3f906e58f70cbe76b7c748c,16ce899c7af0c99f46948734a0d00f0f,10
0743a0239d764b9a0f959a57d07e36ab,394ccaadf8429703362e1796dccbf4d9,3
0747d5bb69f0586cc869d8af4c50f93e,ddc01db3147c02cb8f547ac87da1718f,3
0761743cbffb25d7148189e9f1a5f03a,5fea1628f3d9680db59c20a4d80c221f,5
077c5fae4bea9500e3737b16f71b9d3a,610ab592e0d325dee460ae2c00f1a85c,3
0791d9fc1e30678ecf03d3e55fa108d3,6e649da572cb3e7bd20ef7203d43829c,4
079d295dcbf06ee8bb1b65ba964eb2b6,aeb767ca82c5a6cca8bbac33c4e21579,7
07a9bc7f61396b658ddf3ac534efe44c,5c5f3e091101bea69642eb3dd145b17d,1
07bf9669d84d1f11be443a9dd938f698,d73378cc66536ea4da8b4026e23ec2cf,4
07d75e33f2750d97d467fb57e4dfdd8a,3faabbe96a14a10e0ef007fc3ce38708,1
07de60b03d150fb3ea09eab5da5e4c8b,a883c6cc6b971869a2c962f76fb73ab1,5
07e8e8fc5222bb358e6f259da3197074,28b04f8634b7c9c6e3a41fbd0271e295,1
080102cd0a76b09e0dcf55fcacc60e05,94a6c010ef78e62cab34c6caf0a69b5f,11
080199a181c46c657dc5aa235411be3b,74985eecf05f5ef2d7e4c59156454e2c,7
08061dc0fc165ed41288cc7acde738ee,8afee64dc809d5e833ae113a81774ddc,2
08084d990eb3f53af056ccbc1730c8a7,9c31382f02ac001fe1a33a466471d98c,7
081acf3de680d554796c9cf041be7bc2,c33af1c0bec994ff07664ab6dcae7a86,5
082e0bf4cb865a6533b1e8e498cc0255,1d8ff272f4ff5248bde1358ef928713f,3
085f6f7e049c996695fb2074fe38d45e,fb3d7615501eb8155531583652015360,2
08633c14ef2db992c11f840f04fad4cd,781afe929e3016a667f5f439afd55fce,59
0873d9f8f36123f8d910f4760e788cfb,b1035b3d307f0aeb6157fdd3e09f8119,1
0885aaf116795758dfeb5f1032487bcd,e9a19740a95180e871a7fd864bf65dd7,4
0887a9f087bcd5d9f6642b52f897fc6c,430d215740da7fdda91cc938f8fd92f6,7
08ad4ac1388e4420ca531c3edfc46198,f63e5eb82736ac58d9d286f64fe5c44f,3
08cdbae123ff67ca4e36d9d641ce0119,b6106bf3d09b8fdd33c3a9559da43145,4
08d0949a9a17c027262db1f3c450c26c,1cdbe059c1ca8e6b8e3c595c382afd56,3
08d1c9478fb0d7d7fcac9c0da4e82fc7,f000b8e179dc162f26046103cd109ea3,1
08d2d642cf72b622b14dde1d2f5eb2f5,fff0a542c3c62682f23305214eaeaa24,8
08f5819815f3d06545011850bd70f0a8,9db80a1001d694e578f7e4ed77db792e,1
091065b789659bc3cd9af9cb3a6253ff,1c3122302b284dc602555cee331847da,2
0936e1837d0c79253456bbb2ffaaef10,ecb624b552f939e58c7881de58ece085,2
093805f8f2aeb63881444571e1f48f30,4dddd45aa241530edb5412e8846361fa,5
094ced053e257ae8cae57205592d6712,1c47e837f2780378d8485d04ab83a45d,4
0951a6e282947e09cd47969f4ed0b47f,67e927f7378303fc91ee4c3fc301bf5a,6
09883d9ab71c8fe8a9bfc7fc3075b07e,c0b677cf65712618cd0d86b9303aa61c,1
099095b050cfe8eb1ddff5317587e96e,c8e7965a98acecf61c4cebbaf5c08c53,4
09bad886111255c5b5030314fc7f1a4a,cbf96c04205dc933b89e025748c2a057,5
09f952a5f58d2285b0372551ae8f9b01,f521813909e310116b6b2f0b11f3dd44,16
0a198e95d32b1be2da9424c962a6ebfa,f0788219c3d63c6183bbca7699ca9608,1
0a82f5fb06a4fe4ac2cf7cb412ec71b8,4a5088fa8aec7bc653cb9cd2c30039ae,1
0a85ebe4e328db81ac9109781205e2f7,6dbee6015717e50868e393e9bc6714f8,2
0aa2205ca24f113f4658a5c536667426,a29c32ba19cb3a3a0a8184fd9f8cb6b7,8
0ac4201fda2c68ebc0e47cb9423cf3c9,a41d9e51c365f6e2f5eb1f98fa4097eb,7
0ad80de75c811326389cfb1daba7d45e,6d0663c395a253a37880561557f660e1,1
0adac9fbd9a2b63cccaac4f8756c1ca8,43944a8f8f0b7ae86b6c3d3c2f257375,10
0ade5cc4a305ed7093a23f68ca47519c,226ed57b23d44cff0ee5aabd9f268fd8,1
0aea4c6ae1505b3228ddf3dd7822ee5b,e2033444b9e15775ad3817491401084e,1
0af2ab31141893d26aca5a404a537dab,313d98472cf2ff8d80bcccbed7bed6b1,1
0af977692321d895349eded183341d28,83ad269665a5be4f1e69a2f13ab39553,1
0afccdb8a34ee5c79f7c06faf2b4d56e,9ac3471b9357338ea8054108a00389e3,7
0b09101900100c0e9d312861fad5a1b9,63cbf4066cf395d6634831160ddacbbd,1
0b0ddbc7b9d9584f442c7ac92b0ff6c9,b3f1e0023ba728711006866a37f62b19,1
0b18d63d0cd1d723567903fd34a07df2,8e6e42a2047122de7ae174a7840125b1,4
0b1ca3ef18a63d7eb0c8897fa0849c08,6647429facfcec3f6bb7162c85985c6b,1
0b35c634521043bf4b47e21547b99ab5,4a5c3967bfd3629fe07ef4d0cc8c3818,7
0b36063d5818f81ccb94b54adfaebbf5,37eb69aca8718e843d897aa7b82f462d,15
0b3f27369a4d8df98f7eb91077e438ac,c3d0861113018ae43eaf47fcf5f0229b,1
0b46f784306be7200ca1700aa55d819f,d7e07e9115cc56616d76a46cbc3e7c60,1
0b64bcdb0784abc139af04077d49a20e,2ada8214e59b86de70b03d8f03894c93,3
0b90b6df587eb83608a64ea8b390cf07,e53e557d5a159f5aa2c5e995dfdf244b,38
0bae85eb84b9fb3bd773911e89288d54,72d3bf1d3a790f8874096fcf860e3eff,32
0bb27263628258b8111a0262769fa9db,b2cadfc2d6da74fba3a372470641ba61,1
0bb738e4d789e63e2267697c42d35a2d,4cafc445fc7535c3b41b8978c0ce68dc,14
0be8ff43f22e456b4e0371b2245e4d01,e8f7d2639ff8caa8b86e5973295898b7,5
0bebbb2cea103a4a020c95d43fd7d754,7c88ed4fc8c3ae3a1e08a074cbfc9a88,1
0bf0150d5b9d60d9cd2906003332f085,9a29b754b7fc0aa8eeb990103fcea4fc,16
0bfd0b434243adc5c2e1aa6baf19c6aa,87ac501420e10a4e559d1094f172eb63,1
0c7533c71df861ec58ad7ff999ed0e8d,ee3cfb33869693f2a7e8417c795d8cfc,9
0c7f30ae9b147eca07affbef92832a6a,ad183bca8419cc4a34c0ed87d44b07c7,2
0c8380b62e38e8a1e6adbeba7eb9688c,7721582bb750762d81850267d19881c1,15
0cab2da43793a6f3c5ed8514c5f54627,dca6d5a73e0fb3c97e3fa17fa7f928d7,2
0cbcee27c791afa0cdcb08587a2013a8,e24f73b7631ee3fbb2ab700a9acaa258,16
0d33a55da925bbf1ff02af5f6059fc7f,6d68112743e7ed2de3932554b033f544,6
0d4c8269e7f0401201794deef160edd6,4d176a016a49d75b92aab5ebf0373d66,1
0d83f8e03188682112cc0d93523705cc,f5cb4f19ca215fb34aef190918d45f46,6
0d85bbda9889ce1f7e63778d24f346eb,d189fbf8b5d79a670cebcaaad68d77b2,25
0daf5180aa44356f60f8effa533b55a2,dc582e9ac5036846acfeeb3093b17aa7,1
0db783cfcd3b73998abc6e10e59a102f,8c5876b1c7768217964f353bc7e64393,59
0dd184061fb0eaa7ca37932c68ab91c5,30ac6df06dc59ad72cf2f158fc2d904c,55
0ddefe3c7a032b91f4e25b9c3a08fca1,7469321b64a52ab80178417a543a45a8,3
0df3984f9dfb3d49ac6366acbd3bbb85,921d31a1daa51460b7a95ea5f3ab64d5,28
0dfbed20065e425d2eaefb101f9816c0,0f2c1048222e26ef6d48bed2dc676a9b,2
0e44d110fa6a54e121cb2c095a77762f,31b4eff484cd1e463ed3ee1a566f84c0,2
0e72c1a751b496722a6cb1f10653b62a,3688427aeccf5d04ba3b89a068005b6f,1
0e982cff76cc0579f632cea8a0e38c9d,4f9172df8e9ae60aa90c14fb36afbcbb,2
0ea22c1cfbdc755f86b9b54b39c16043,e456721fdab66b576664c035ad183965,15
0eaa7e33d73809f1f925f7d07c506cbd,2715967684d6991f7501693bfe08c08b,3
0ebd97a106433a45a4aebe57c1799778,a7d756e8f7c4b7e5b679e248a57d91ec,10
0ec28cec4046a4a199b6de9b4c891d97,20e5b387f4e760842c0aeaaca8daf4fa,3
0ed6ce5d87fd9c69eaacaeb778d67235,658fc236815a88341f858edcdb0ec78a,7
0ee4fb99ac55ffbbc98795aa01b7f8fa,199f076c011ea5e8b546bff05d4f2477,1
0ef83d7d83ed97cd2a0049ac8be5f88a,719d571299707561c34ba04ab867b32a,31
0f0c984a4a955310903b6b6008660bad,d4a9f03055ff0e12e1821a706f554322,1
0f519b0d2e5eb2227c93dd25038bfc01,daf9915404caf75fa1717a436b46fa14,1
0f7eea709efdf942b5f95c7516dbacd7,e0b9f1ae7c2469feb2555a5d42e2fe53,2
0f80a40c312b2472dca482cf50f5186f,b0d010ca0b17fe7e3587343f2c68be43,1
0f94588695d71662beec8d883ffacf09,4b90d2bd65c83d4ad8a370c2cd3f277c,1
0fe2d9733ed841eb064503920015a8c0,376dbd64a8f0b17e74d40183e12f2f8e,1
0ff83046c3fa22efee8ecf291888b191,569962b1062cbaf02b768a3fe810fdd3,3
0ffa40d54288e4f3499b8780dd0f144f,b44ac72ece514e2e7985803cf7cefbc5,4
10076e5788b8ee532724bcd460baf762,85df978207ed4024ea16570dbb64fd6e,7
10089e9f2fd0c668a8fd4e52e1698888,1fad46b84ac1748ff47bf2d703565a7a,1
101a3a003516bc11253298b2fad3cb65,dd231637766e756fd1cf2fd80501fce1,5
1025f0e2d44d7041d6cf58b6550e0bfa,b532349fe46b38fbc7bb3914c1bdae07,166
10264f60a8f0a4d2f30810f5c661c673,c4a235a34fa3361e6746f11175504a94,3
1099a00e0ee3a50935e6c2447ca090c5,62fbbb0a6ac63ddc705968f95f5fb788,1
10cdd491d1dbea8fb4ead97b19c334ce,78afca59cc52394bc61491aa56f77d6e,2
10ff823eda2b032e2c93d17a7d294736,8dfb264673631eed595f12828b0ff2c6,2
112453736dbe3889cfb74e1aaa0ba0c1,afdb06ebeca917512783bcbaa8ed28c0,12
1127b7f2594683f2510f1c2c834a486b,aa95bee0592e05d2ef533b8e5b7236b3,9
11305281b50fff20ae8bb473f8e11876,186052b3f166a0f7227e78b2d27652d3,9
113e3a788b935f48aad63e1c41dac1bd,ac50a885bf3b6a817bf6a0a2f1e27af4,7
116ccb1a1604bc88e4d234a8c23f33de,f59871b3d9da4c64cbe41ad3dd04dc14,10
11742f81550ac064cc9a40f67151d9ad,de170bfa7e0f492c75a0f270fc44f629,1
117cfc326c6d50da67ca858ff5c0c852,08c63555bbee955cad9c6a9feab9e9d4,4
11938fcc75f6902fea1d0a6f72b54a57,5ad97c18f1705aac59da3384ba9d8f43,1
119c7f1a00ef43fad0e57604e76a747c,f7ed5567fe5b3e1c257886976714043d,1
119d1aef1b4144adba89163f6cd9f5d4,4fcac8e09620cd87a5e5283e6748da67,2
11bfa66332777660bd0640ee84d47006,b756577e274d3a4793fc27209d7072db,14
11d4c477d09821164bca4f70a2eae031,84c79830527ae823029ee6b904cf948c,2
11eac105f3f90a9b87b19c89d91e24f3,eb0db7338f21fb5467875d41aaebe7b3,2
11fb6f6d341adbe19e81733701704635,f8763c8e0ef828c6d393b091888f9eb8,3
120476eb7a04c149d14772edaf5d9bf2,ee339563912cfcc8a006239baba4d8f3,3
1284de4ae8aa26997e748c851557cf0e,4de0f4caa802cd42528a25232c915283,1
128639473a139ac0f3e5f5ade55873a5,6a8631b72a2f8729b91514db87e771c0,62
128f9bfbe4c7d5185033914b1de3d39a,6480f3f31b23d41c1b8ad051c201b244,3
12a8eb0f8d1cd3270695bf2a99f55966,521e6ee10253492c99b97a77007036a0,1
12b9676b00f60f3b700e83af21824c0e,5328338cfaa16ba10561cd970c73ca11,35
12c2ed9cded6138cf0c75f525f565fc7,48cd33248ca35fac04a3b751ac966810,1
13074f016982ff2bd6c58ced8682f000,3347f12bccb00487d0d9aec54dc1037d,8
131fcb0a0c9a47bba4474aacff0f14b7,4d071a22b9cc548b64a75075a4c63151,3
1336efc61c316ddf92c899eb817f7cae,8f9eb414b31a9433e8c89178813a2072,5
134285d1f41da5c13a756ee8142c8a4e,a861d5c0df81a446e7e60ddb33ec0659,3
134a288e7de827ec5ec62e3ec9c3a295,761a7d7da15ca2d6f0aaf29e22bd1479,3
134b867a0f7f8bbe6abf10f91874891e,a84a9be4cdf0d5dbd36103b1e1ebc82f,1
13511db12ac61e2f89c53b72a944a60b,14814051ee1f5b23865b40f70a259d59,2
1352e06ae67b410cdae0b2a22361167b,1fde73e6b6d28627ff16e222b0044b10,2
1354d51653f645349064725ed204e85e,9b4166d38008a4d6c8efd4af05c0a4c1,3
138dbe45fc62f1e244378131a6801526,4678fb24818cab9ec956d9b610435d9f,8
139157dd4daa45c25b0807ffff348363,0c90ffc8c44fe5d3e020002cc4da9496,1
13c2ed7698b3ca92dad49e849219da59,a934e0f29d3b0843308564ed3ec07058,2
13d058e4eeac2ce8217660b2f8a05812,2d063994ae4667cff3d6841e9d441d1d,10
13d95f0f6f73943d4ceffad0fc2cd32c,abe664b73da592b7d5d0e5ef9b2789d6,1
13dd308f81fea30cc670c656b2b46cc3,b7ff94c9416e098a62e75a26f3a53268,2
13e85aac53340018b40c2af68001b7e0,d38001d747d4cd832d1ceb2c2d3ca15d,1
13f57c12a00ed4610db646b913a7f5c6,36eece49385945a72f46e8edc9a56e42,5
13fa2a6c6b9d0f43cb588d7c82117a12,77ccda894b672fe1214b0101d108d7f7,5
141440cad9341e553f8401c574a2aa38,cfef9c856c09723e61b5eeaed5aa2d55,3
1430239a858e7682bbc43b20758af153,321fd48981c751663bc43487274e7609,6
1444c08e64d55fb3c25f0f09c07ffcf2,15151e8a937f6a4d1a4f0c03c765c6f2,1
1464afc72f696af775557a821c2e253f,7bcf2266b78ccc737b8f26f925d3c5d4,17
14a08204d03bb6b6bde8029f801ae0eb,6703d5fc618113f23d9749a7a05d9e3b,5
14d7985702e72162bbf13b6beb74ab2b,8473872cbf0ba205b447e8651bd6e03e,7
14ee35374a7876217954b5fa08e50463,e878662b68e175a58b5951e44574d5c8,5
14f2b3587172b9db894c9bad8dab520b,29d78eec0b549067b52a07635d049c8b,2
152ee17e4c8aaf53dac99f3462e4999b,090d6db6ad440d35cef0726b5a8bec14,3
154bdf805377afea75a3bd158e9eab10,3d3024d7a67ec33c1e3e6e4fcebf80f9,1
1554a68530182680ad5c8b042c3ab563,c1488892604e4ba5cff5b4eb4d595400,27
157c3e4b42f81ac4a44e8b1ca2fe9876,ff26009ac6b838dc6cffa2d589cdbefb,6
1588ac4010787100dddef64568f0ae35,54c9eeb3eec23150e817e2048c9c4c31,2
15aac934c58d886785ac1b17953ea898,d7cdcdb31629bb225ebedc727c780d9f,2
15b3b1b81484422eb41df68ac87f1f50,04b48e86a968cfe620da1cab5c7556ae,1
15cd6eefe58588619aaed41dfa6621b1,44ae8d3edf5612ff7a39d629d5bbb8ae,4
15ead3a5037a918ddb520dfe39a3d2b9,ec65faa314338306f45b04be616eed53,1
15fa791d5e017f66402dc28c44480657,58df80b6468d09d24264a3cbb890c9d0,5
160851d3ece7aa1a510f8d1a4bb8a8af,f54815785eb4b1d0fb3f5e81080694ff,1
16090f2ca825584b5a147ab24aa30c86,89321f94e35fc6d7903d36f74e351d40,117
160e4f13fd3a64b1b86807be88b5ffb0,c760b9447b368feb545ae8c568e4c94f,3
164a5a8794e6d42e14f55e447b12a3bc,ebb6edef98680a55bc741b18c3c30844,1
165b1235e9e9942cb5fae67103576fb0,b84186a036c7f3b9c2e4701800a02e45,5
165fc07beebdcb6190fba8a06db2a449,3410cbd7df2130ec3cb9300ef0fe3df1,8
1660ad786c27fd935378b6192a90b417,36244ee06dc3aec1f9b7b5852e0f7bc8,3
166e8f1381e09651983c38b1f6f91c11,fb34a3bfc66ae09f045f9613fdb7bb5c,2
167fd940acebc789debd6eb418c46e38,ae4361f806c49f85066cc8be1370c91e,3
1690cada046eb7e92c12f98b1f8a8167,bc072f287b475a918c00b3478d1bcef9,7
16bdc8cefd0e32a6f0824d296c5ad14a,8ffd6edb322bed280e0fcf67755353ed,1
1703bc09972dab9782e7a9194943b69f,04a58e66cae7d954a87cb7fbb67b204c,1
1710c3aaa9c6b44ec3883ee0fe300e21,da727a53b3315a1efeb68f23a95eae97,1
17306570e772e7718c92a562d33f5f1d,4845d1421cd53de09a405f5f869add3c,5
173d56ffbd4c56cb80fc3615487d712b,17787817a9595579380dbad81feb561b,2
1746c1ae87ac63d530c7c943d0ac42e2,18952a79fa194b9ebff6e058236bc57f,1
1771297ac436903d1dd6b0e9279aa505,9abb00920aae319ef9eba674b7d2e6ff,17
1782ce2db72c3dda627d5e7c898104e1,661b9f45d2c7838b67a935446b8a8fd7,2
17908cf9b444ee34047cadd5c0f4a516,de6d0adf871d95106b89b444a2481fe9,3
17998cf586426bf0f2c3726cb0a4b211,c5d4809ae828efd361dea89a7def31db,1
179d859f51292aac5c10806a356f7af9,0e0487ef680ae92e064423238d1b4c05,6
17a053fcb14bd219540cbde0df490be0,b2855c4e42b8a50f359904c6763eeddc,16
17ca9b9e9b9ef8fdb529001b49ebb50f,588ec31c89dea5de5dc87e15790df3f4,13
17e34d8224d27a541263c4c64b11a56b,20f160a9cf2e856ee5eba259e9ae33f9,17
17eea220a40cc0d2c0c5346379682398,097d5a4bed2be012b4e46e6f5ae0694b,2
17f51e7198701186712e53a39c564617,aed75ad669fbebd5a385ac7cc2ae7573,15
180c3376aff0e43dd5788709df48a843,193d170dd2f6849cf0cb92791a6a623b,6
1835b56ce799e6a4dc4eddc053f04066,bd6e6fce9ada76ea2db0f1912e8e478f,69
1838dd9b8977065acf51d95e0053ea7a,115e606ac8059e4cfa1c6c3310fb365c,21
184725737946a1a938bbbd1a9e978103,ccb5b6def674efaec461d386ac2ec146,2
184a67a8f9f63234d3a92340bbdb727f,98cd3776d33bddd0ebf8ad8b4732d1b4,4
186cdd1b2df32caa72cfb410bba768d3,9799c69682bf50ba578e6b9c9886b607,1
189ca3538ce9f920cacf0f982cbe223b,dcef0da33db62e8ec01b99cc3d813676,2
18a349e75d307f4b4cc646a691ed4216,28beefcab28e6a3b659bae1bf1cbe453,14
18e694e0e48ed6f7aa3f24aade5fd697,145978af3e89b318be0b717a0953649a,26
1900267e848ceeba8fa32d80c1a5f5a8,2b0ee2d07306f7c9ac55a43166e9bb4b,25
191d55f7edb8524d525ed01b20fe32e8,c3d08bab8c7c6d9cc1f6cfb5a465c80b,1
1927cdb9fa74f5270097f6250e8e8f34,dd650fe0148b47c3adedb593cda2c6dd,1
19484c79cef6c062cb177aa4ef2fcc3c,efa00ca4229c1a9fa813fd0a872cbb1e,1
1961c3e1272bfeceb05d0b78b5bbfdaf,6727051471a0fc4a0e7737b57bff2549,3
1976a05ecf2996d6ffb7b5430e635fe7,e297db380aba505a729f00cd61b149d9,3
1987cd4be10fe09ee50454f9c354d1c6,ba80c9f47a84d1e08465f72e22930c83,7
198c7ea11960a9844b544d9bcdca860c,cc2232dbef2c9fca23f4c7f6a19a42e3,13
1996942dc085d7773ba77a529b163cd0,91c82ace62e0ca1b69b1a45bcc214b45,3
19a7c9f66ffa6452ff4b4c0cca71da27,b820acf9bf8fde90adc0b03e82045f77,1
19d62d484cba71963c93f0f00ab42013,46d92d8c6c48c2ac51bdd6be618d0531,1
19e0f40a907ec568c34bfac15de4f4a1,30d55419015a4d9c2ca68586923d5a9f,4
1a3df491d1c4f1589fc2b934ada68bf2,2a2d22ae30e026f1893083c8405ca522,67
1a8e2d9c38b84a9702ac7922924b0573,c243b9426a87ba098db1a7da1512d919,1
1a932caad4f9d804097d7f8e615baed1,779dd392d4fbe5ca656bf3ceabecbf0b,16
1acde099eb406aa220b1169b188b42da,c92b08d0ac42564075b8103bb99cb424,2
